1.0 0.0 0.0 0.0 62.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.184 15.0 8.0 15.0 1.0 2.0 0.0 19.0 2.0 5.0 2.0 0.0 0.0 2.0 3.0 0.0 2.0 9.0 0.0 5.0 0.0 1.0 4.0 3.0 3.0 3.0 1.0 0.0 6.0 5.0 1.0 1.0 4.0 7.0 3.0 6.0 1.0 0.0 2.0 3.0 8.0 1.0 0.0 2.0 0.0 4.0 2.0 1.0 1.0 1.0 2.0 2.0 2.0 1.0 0.0 1.0 1.0 3.0 0.0 0.0 3.0 1.0 2.0 1.0 1.0 1.0 2.0 1.0 1.0 2.0 1.0 5.0 0.0 2.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0 0.0 6.0 10.0 3.0 1.0 3.0 1.0 3.0 0.0 1.0 1.0 3.0 0.0 1.0 1.0 1.0 ,1568330219476
1.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.184 15.0 8.0 15.0 1.0 5.0 3.0 4.0 9.0 17.0 0.0 2.0 0.0 3.0 7.0 2.0 0.0 1.0 1.0 0.0 0.0 7.0 5.0 1.0 2.0 2.0 2.0 1.0 2.0 2.0 3.0 3.0 3.0 1.0 6.0 5.0 1.0 0.0 1.0 1.0 3.0 0.0 0.0 1.0 0.0 5.0 1.0 1.0 2.0 0.0 4.0 0.0 1.0 1.0 0.0 3.0 0.0 1.0 0.0 2.0 0.0 6.0 1.0 7.0 1.0 3.0 0.0 2.0 1.0 2.0 2.0 2.0 0.0 1.0 0.0 3.0 2.0 2.0 1.0 1.0 1.0 3.0 2.0 1.0 1.0 3.0 1.0 2.0 2.0 2.0 3.0 2.0 1.0 1.0 1.0 2.0 5.0 2.0 ,1521472492932
1.0 0.0 0.0 0.0 62.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.184 15.0 8.0 15.0 1.0 1.0 2.0 4.0 5.0 5.0 0.0 2.0 1.0 1.0 13.0 7.0 0.0 2.0 4.0 1.0 0.0 3.0 3.0 6.0 2.0 1.0 0.0 9.0 0.0 2.0 10.0 3.0 1.0 0.0 9.0 2.0 0.0 3.0 7.0 1.0 0.0 1.0 2.0 1.0 4.0 4.0 1.0 2.0 1.0 0.0 1.0 0.0 1.0 3.0 1.0 0.0 1.0 2.0 1.0 1.0 4.0 0.0 2.0 2.0 1.0 1.0 2.0 1.0 2.0 0.0 7.0 2.0 1.0 0.0 4.0 4.0 1.0 2.0 2.0 1.0 1.0 0.0 1.0 1.0 3.0 2.0 1.0 0.0 0.0 0.0 4.0 1.0 3.0 1.0 3.0 0.0 0.0 2.0 ,2221227004775
1.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.184 15.0 8.0 15.0 11.0 3.0 2.0 0.0 5.0 4.0 0.0 2.0 2.0 6.0 4.0 2.0 3.0 3.0 2.0 2.0 6.0 1.0 0.0 3.0 0.0 9.0 3.0 1.0 2.0 0.0 2.0 6.0 1.0 4.0 5.0 6.0 0.0 3.0 1.0 0.0 2.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 5.0 1.0 0.0 0.0 3.0 2.0 1.0 5.0 1.0 2.0 3.0 2.0 6.0 3.0 2.0 4.0 3.0 1.0 1.0 1.0 1.0 5.0 2.0 0.0 2.0 6.0 3.0 2.0 3.0 2.0 0.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0 2.0 1.0 0.0 0.0 2.0 1.0 0.0 3.0 ,2374004870761
1.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.184 15.0 8.0 15.0 6.0 5.0 0.0 6.0 2.0 3.0 1.0 1.0 1.0 4.0 4.0 3.0 11.0 1.0 8.0 3.0 4.0 1.0 1.0 4.0 5.0 3.0 1.0 1.0 1.0 1.0 3.0 6.0 2.0 2.0 0.0 6.0 5.0 1.0 1.0 0.0 0.0 4.0 4.0 0.0 0.0 1.0 1.0 2.0 0.0 2.0 2.0 1.0 2.0 0.0 3.0 1.0 3.0 1.0 2.0 1.0 3.0 4.0 3.0 1.0 1.0 5.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 3.0 2.0 0.0 0.0 1.0 3.0 0.0 3.0 1.0 2.0 3.0 7.0 4.0 0.0 0.0 1.0 2.0 1.0 3.0 1.0 1.0 1.0 ,2143410483029
1.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.184 15.0 8.0 15.0 11.0 3.0 2.0 0.0 5.0 4.0 0.0 2.0 2.0 6.0 4.0 2.0 3.0 3.0 2.0 2.0 6.0 1.0 0.0 3.0 0.0 9.0 3.0 1.0 2.0 0.0 2.0 6.0 1.0 4.0 5.0 6.0 0.0 3.0 1.0 0.0 2.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 5.0 1.0 0.0 0.0 3.0 2.0 1.0 5.0 1.0 2.0 3.0 2.0 6.0 3.0 2.0 4.0 3.0 1.0 1.0 1.0 1.0 5.0 2.0 0.0 2.0 6.0 3.0 2.0 3.0 2.0 0.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0 2.0 1.0 0.0 0.0 2.0 1.0 0.0 3.0 ,2408005619877
1.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.184 15.0 8.0 15.0 6.0 5.0 0.0 6.0 2.0 3.0 1.0 1.0 1.0 4.0 4.0 3.0 11.0 1.0 8.0 3.0 4.0 1.0 1.0 4.0 5.0 3.0 1.0 1.0 1.0 1.0 3.0 6.0 2.0 2.0 0.0 6.0 5.0 1.0 1.0 0.0 0.0 4.0 4.0 0.0 0.0 1.0 1.0 2.0 0.0 2.0 2.0 1.0 2.0 0.0 3.0 1.0 3.0 1.0 2.0 1.0 3.0 4.0 3.0 1.0 1.0 5.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 3.0 2.0 0.0 0.0 1.0 3.0 0.0 3.0 1.0 2.0 3.0 7.0 4.0 0.0 0.0 1.0 2.0 1.0 3.0 1.0 1.0 1.0 ,1917776095265
1.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.184 15.0 8.0 15.0 5.0 1.0 1.0 0.0 3.0 2.0 2.0 1.0 2.0 6.0 0.0 6.0 0.0 2.0 1.0 8.0 4.0 0.0 11.0 3.0 0.0 9.0 1.0 3.0 6.0 3.0 0.0 2.0 1.0 4.0 6.0 7.0 1.0 1.0 1.0 0.0 1.0 2.0 0.0 0.0 1.0 0.0 0.0 1.0 3.0 1.0 1.0 0.0 1.0 1.0 2.0 2.0 8.0 8.0 2.0 4.0 3.0 0.0 1.0 3.0 1.0 2.0 2.0 2.0 1.0 3.0 2.0 0.0 2.0 0.0 1.0 1.0 0.0 3.0 5.0 0.0 3.0 3.0 2.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 3.0 1.0 7.0 0.0 3.0 0.0 0.0 1.0 ,2243629539366
1.0 0.0 0.0 0.0 62.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.184 15.0 8.0 15.0 11.0 3.0 2.0 0.0 5.0 4.0 0.0 2.0 2.0 6.0 4.0 2.0 3.0 3.0 2.0 2.0 6.0 1.0 0.0 3.0 0.0 9.0 3.0 1.0 2.0 0.0 2.0 6.0 1.0 4.0 5.0 6.0 0.0 3.0 1.0 0.0 2.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 5.0 1.0 0.0 0.0 3.0 2.0 1.0 5.0 1.0 2.0 3.0 2.0 6.0 3.0 2.0 4.0 3.0 1.0 1.0 1.0 1.0 5.0 2.0 0.0 2.0 6.0 3.0 2.0 3.0 2.0 0.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0 2.0 1.0 0.0 0.0 2.0 1.0 0.0 3.0 ,2911443966691
1.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.184 15.0 8.0 15.0 1.0 5.0 3.0 4.0 9.0 17.0 0.0 2.0 0.0 3.0 7.0 2.0 0.0 1.0 1.0 0.0 0.0 7.0 5.0 1.0 2.0 2.0 2.0 1.0 2.0 2.0 3.0 3.0 3.0 1.0 6.0 5.0 1.0 0.0 1.0 1.0 3.0 0.0 0.0 1.0 0.0 5.0 1.0 1.0 2.0 0.0 4.0 0.0 1.0 1.0 0.0 3.0 0.0 1.0 0.0 2.0 0.0 6.0 1.0 7.0 1.0 3.0 0.0 2.0 1.0 2.0 2.0 2.0 0.0 1.0 0.0 3.0 2.0 2.0 1.0 1.0 1.0 3.0 2.0 1.0 1.0 3.0 1.0 2.0 2.0 2.0 3.0 2.0 1.0 1.0 1.0 2.0 5.0 2.0 ,1476527088698
1.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.184 15.0 8.0 15.0 3.0 8.0 0.0 1.0 3.0 4.0 4.0 5.0 0.0 1.0 3.0 2.0 0.0 1.0 1.0 9.0 5.0 6.0 1.0 0.0 5.0 3.0 6.0 9.0 3.0 1.0 0.0 4.0 4.0 1.0 2.0 5.0 2.0 1.0 1.0 1.0 0.0 3.0 1.0 0.0 1.0 2.0 1.0 1.0 0.0 0.0 1.0 0.0 2.0 1.0 0.0 4.0 2.0 4.0 5.0 1.0 0.0 0.0 3.0 5.0 0.0 3.0 3.0 3.0 3.0 2.0 2.0 1.0 0.0 1.0 1.0 0.0 3.0 2.0 1.0 2.0 0.0 7.0 1.0 1.0 0.0 0.0 1.0 1.0 0.0 0.0 3.0 3.0 3.0 1.0 1.0 2.0 6.0 1.0 ,2618778433489
1.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.184 15.0 8.0 15.0 2.0 2.0 2.0 6.0 1.0 2.0 5.0 3.0 2.0 1.0 12.0 4.0 1.0 2.0 1.0 4.0 1.0 3.0 12.0 2.0 5.0 2.0 3.0 3.0 2.0 2.0 3.0 6.0 1.0 1.0 1.0 3.0 1.0 1.0 0.0 2.0 3.0 0.0 5.0 1.0 2.0 0.0 1.0 5.0 1.0 1.0 2.0 1.0 1.0 6.0 2.0 0.0 1.0 1.0 0.0 1.0 0.0 2.0 4.0 2.0 0.0 2.0 3.0 1.0 1.0 1.0 1.0 5.0 2.0 1.0 2.0 0.0 4.0 1.0 1.0 0.0 1.0 1.0 0.0 2.0 3.0 0.0 4.0 2.0 2.0 5.0 1.0 1.0 0.0 1.0 1.0 0.0 2.0 3.0 ,2088946508279
1.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.184 15.0 8.0 15.0 2.0 2.0 2.0 6.0 1.0 2.0 5.0 3.0 2.0 1.0 12.0 4.0 1.0 2.0 1.0 4.0 1.0 3.0 12.0 2.0 5.0 2.0 3.0 3.0 2.0 2.0 3.0 6.0 1.0 1.0 1.0 3.0 1.0 1.0 0.0 2.0 3.0 0.0 5.0 1.0 2.0 0.0 1.0 5.0 1.0 1.0 2.0 1.0 1.0 6.0 2.0 0.0 1.0 1.0 0.0 1.0 0.0 2.0 4.0 2.0 0.0 2.0 3.0 1.0 1.0 1.0 1.0 5.0 2.0 1.0 2.0 0.0 4.0 1.0 1.0 0.0 1.0 1.0 0.0 2.0 3.0 0.0 4.0 2.0 2.0 5.0 1.0 1.0 0.0 1.0 1.0 0.0 2.0 3.0 ,2134953699113
1.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.184 15.0 8.0 15.0 1.0 5.0 3.0 4.0 9.0 17.0 0.0 2.0 0.0 3.0 7.0 2.0 0.0 1.0 1.0 0.0 0.0 7.0 5.0 1.0 2.0 2.0 2.0 1.0 2.0 2.0 3.0 3.0 3.0 1.0 6.0 5.0 1.0 0.0 1.0 1.0 3.0 0.0 0.0 1.0 0.0 5.0 1.0 1.0 2.0 0.0 4.0 0.0 1.0 1.0 0.0 3.0 0.0 1.0 0.0 2.0 0.0 6.0 1.0 7.0 1.0 3.0 0.0 2.0 1.0 2.0 2.0 2.0 0.0 1.0 0.0 3.0 2.0 2.0 1.0 1.0 1.0 3.0 2.0 1.0 1.0 3.0 1.0 2.0 2.0 2.0 3.0 2.0 1.0 1.0 1.0 2.0 5.0 2.0 ,1588065488096
1.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.184 15.0 8.0 15.0 11.0 3.0 2.0 0.0 5.0 4.0 0.0 2.0 2.0 6.0 4.0 2.0 3.0 3.0 2.0 2.0 6.0 1.0 0.0 3.0 0.0 9.0 3.0 1.0 2.0 0.0 2.0 6.0 1.0 4.0 5.0 6.0 0.0 3.0 1.0 0.0 2.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 5.0 1.0 0.0 0.0 3.0 2.0 1.0 5.0 1.0 2.0 3.0 2.0 6.0 3.0 2.0 4.0 3.0 1.0 1.0 1.0 1.0 5.0 2.0 0.0 2.0 6.0 3.0 2.0 3.0 2.0 0.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0 2.0 1.0 0.0 0.0 2.0 1.0 0.0 3.0 ,2764781499926
1.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.184 15.0 8.0 15.0 1.0 0.0 4.0 1.0 1.0 5.0 0.0 7.0 6.0 0.0 0.0 2.0 1.0 6.0 4.0 2.0 2.0 1.0 1.0 8.0 9.0 2.0 4.0 0.0 3.0 0.0 1.0 6.0 8.0 2.0 2.0 11.0 0.0 0.0 2.0 4.0 4.0 4.0 2.0 4.0 3.0 1.0 0.0 1.0 1.0 4.0 0.0 1.0 1.0 1.0 0.0 6.0 0.0 0.0 4.0 0.0 1.0 2.0 3.0 0.0 1.0 1.0 1.0 1.0 2.0 0.0 5.0 4.0 1.0 0.0 1.0 2.0 1.0 4.0 1.0 2.0 1.0 0.0 0.0 7.0 1.0 0.0 0.0 3.0 0.0 1.0 0.0 6.0 0.0 2.0 0.0 0.0 1.0 2.0 ,1592437097833
1.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.184 15.0 8.0 15.0 1.0 1.0 2.0 4.0 5.0 5.0 0.0 2.0 1.0 1.0 13.0 7.0 0.0 2.0 4.0 1.0 0.0 3.0 3.0 6.0 2.0 1.0 0.0 9.0 0.0 2.0 10.0 3.0 1.0 0.0 9.0 2.0 0.0 3.0 7.0 1.0 0.0 1.0 2.0 1.0 4.0 4.0 1.0 2.0 1.0 0.0 1.0 0.0 1.0 3.0 1.0 0.0 1.0 2.0 1.0 1.0 4.0 0.0 2.0 2.0 1.0 1.0 2.0 1.0 2.0 0.0 7.0 2.0 1.0 0.0 4.0 4.0 1.0 2.0 2.0 1.0 1.0 0.0 1.0 1.0 3.0 2.0 1.0 0.0 0.0 0.0 4.0 1.0 3.0 1.0 3.0 0.0 0.0 2.0 ,2384545216162
1.0 0.0 0.0 0.0 62.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.184 15.0 8.0 15.0 1.0 0.0 4.0 1.0 1.0 5.0 0.0 7.0 6.0 0.0 0.0 2.0 1.0 6.0 4.0 2.0 2.0 1.0 1.0 8.0 9.0 2.0 4.0 0.0 3.0 0.0 1.0 6.0 8.0 2.0 2.0 11.0 0.0 0.0 2.0 4.0 4.0 4.0 2.0 4.0 3.0 1.0 0.0 1.0 1.0 4.0 0.0 1.0 1.0 1.0 0.0 6.0 0.0 0.0 4.0 0.0 1.0 2.0 3.0 0.0 1.0 1.0 1.0 1.0 2.0 0.0 5.0 4.0 1.0 0.0 1.0 2.0 1.0 4.0 1.0 2.0 1.0 0.0 0.0 7.0 1.0 0.0 0.0 3.0 0.0 1.0 0.0 6.0 0.0 2.0 0.0 0.0 1.0 2.0 ,1588550291643
1.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.184 15.0 8.0 15.0 5.0 1.0 3.0 0.0 1.0 6.0 7.0 3.0 0.0 0.0 10.0 2.0 4.0 1.0 3.0 5.0 2.0 3.0 3.0 5.0 5.0 0.0 4.0 2.0 2.0 0.0 2.0 0.0 5.0 7.0 4.0 5.0 1.0 0.0 0.0 3.0 0.0 1.0 4.0 1.0 2.0 1.0 0.0 2.0 2.0 1.0 1.0 3.0 1.0 12.0 0.0 1.0 3.0 1.0 1.0 1.0 1.0 3.0 0.0 1.0 1.0 1.0 3.0 1.0 0.0 3.0 0.0 0.0 3.0 1.0 10.0 1.0 2.0 1.0 4.0 0.0 0.0 1.0 0.0 0.0 2.0 0.0 3.0 0.0 0.0 2.0 3.0 0.0 4.0 1.0 1.0 2.0 1.0 2.0 ,1468790368003
